Business name,Address,City,State,Zipcode,Country,Phone,Fax,Website
Heidi Hame,43731 15th St W Ste C,Lancaster,California,93534-4785,United States, (661) 949-0120, (661) 942-2370,
Ryan C. Wittwer,4420 Town Center Blvd Ste 220,El Dorado Hills,California,95762-7137,United States, (916) 941-1122, (916) 941-1149,http://www.pdsofedhills.com
Gerald M. Kirshbaum,5400 Balboa Blvd Ste 308,Encino,California,91316-5221,United States, (818) 788-8840, (818) 986-5502,http://www.kidsandteeth.com
Dennis R. Peterson,5420 Park Dr,Rocklin,California,95765-5562,United States, (916) 435-5230, (916) 435-0770,http://www.rocklinkidsdentist.com
Jonathan H. Lo,550 Deep Valley Dr Ste 345,Rolling Hills Estates,California,90274-7603,United States, (310) 377-4551, (310) 541-6042,http://www.pvpediatricdentistry.com
Brent J. Porter,550 Water St Bldg 1,Santa Cruz,California,95060-4124,United States, (831) 459-9802,,
Matthew J. Davis,477 N El Camino Real Ste B203,Encinitas,California,92024-1353,United States, (760) 942-1131, (760) 942-1708,http://www.davispediatricdds.com
Kevin C. Hszieh,600 Corporate Dr Ste 200,Ladera Ranch,California,92694-2110,United States, (949) 429-6400, (949) 429-6401,http://www.lrkidsdentist.com
Carol K. Yeung Anaheim Hills Pediatric Dental Prac.,500 S Anaheim Hills Rd Ste 116,Anaheim,California,92807-4762,United States, (714) 974-8668, (714) 279-1179,http://www.breapediatricdentists.com
Joseph Silverman,123 Green St,Woodbridge,New Jersey,07095-2910,United States, (732) 636-3900, (732) 634-1556,
Ross D. Anderson,IWK Health Centre I.W.K.  Health Centre Dental Department,Halifax,Nova Scotia,B3J 3G9,Canada, (902) 470-8678, (902) 470-8835,
Dawn McClellan,1750 Wheeler Peak Dr,Las Vegas,Nevada,89106-2150,United States, (702) 272-1100,,http://www.dcare.org
Rosalie P. Nguyen Edgewater Pediatric Dentistry,725 River Rd Ste 204A,Edgewater,New Jersey,07020-1149,United States, (201) 313-5437,,http://www.edgewaterpediatricdentistry.com
Racquel M. Johnson,73 N Maple Ave Ste C,Marlton,New Jersey,08053-1782,United States, (856) 983-6085, (856) 983-6152,
Patricia B. Sioson-Maser,751 Teaneck Rd,Teaneck,New Jersey,07666-4242,United States, (201) 837-1612, (201) 837-1112,
Michael J. Suchar St. Christopher's Hospital for Children,769 Atlantic City Blvd,Bayville,New Jersey,08721-2540,United States, (215) 427-5213, (732) 269-4703,
Paul A. Simons,776 Grove Rd,West Deptford,New Jersey,08086-2234,United States, (856) 848-2211, (856) 848-8630,
Stacey A. Yandoli,776 Grove Rd,West Deptford,New Jersey,08086-2234,United States, (856) 848-2211, (856) 848-8630,http://www.kidsowndentist.com
Preston G. Shelton,University of Maryland Department of Pediatric Dentistry 650 W Baltimore St # 2219,Baltimore,Maryland,21201-1510,United States, (410) 706-7970, (410) 706-4031,
Jillian A. Wallen CHILDREN'S HOSPITAL AND MEDICAL CENTER,Unmc Pediatric Dental Residency,Omaha,Nebraska,68114-4113,United States, (402) 559-6100, (410) 552-7765,http://www.unmc.edu
Susan E. Vickers,6512A Deer Pointe Dr,Salisbury,Maryland,21804-1669,United States, (410) 749-0009, (410) 749-0022,http://www.seasidesmilesmd.com
Linwood M. Long Jr.,7820 Ballantyne Commons Pkwy Ste 200,Charlotte,North Carolina,28277-2889,United States, (704) 759-0000, (704) 759-9937,http://www.laxerandlong.com
Judy S. Laxer,Laxer and Long 7820 Ballantyne Commons Pkwy Ste 200,Charlotte,North Carolina,28277-2889,United States, (704) 759-0000, (704) 759-9937,http://www.laxerlongandsavage.com
Matthew F. Savage,"Laxer, Long and Savage 7820 Ballantyne Commons Pkwy Ste 200",Charlotte,North Carolina,28277-2889,United States, (704) 759-0000, (704) 759-9937,http://www.laxerlongandsavage.com
Barton D. Swarr,809 Spring Forest Rd Ste 300,Raleigh,North Carolina,27609-9198,United States, (919) 790-9070,,
Halley R. White,8115 Market St Ste 204,Wilmington,North Carolina,28411-8430,United States, (910) 686-1869, (910) 319-6014,http://www.growinggrins.com
Perry L. Jeffries,871 Huffman St,Greensboro,North Carolina,27405-7205,United States, (336) 230-0346, (336) 230-0348,http://www.pedodoctor.com
Stuart W. Scott,540 W Lasalle St,Springfield,Missouri,65807-4712,United States, (417) 887-1220, (417) 887-0357,http://www.parkcrestdental.com
Michael P. Berry,6004 N State Route 9,Parkville,Missouri,64152-3549,United States, (816) 746-5437, (816) 746-8047,http://www.childrenstoothdoc.com
Kecia S. Leary,440 E Tampa St,Springfield,Missouri,65806-1131,United States, (417) 831-0150, (417) 863-1149,http://www.jordanvalley.org
Brenda S. Bohaty,650 E 25th St,Kansas City,Missouri,64108-2716,United States, (816) 235-2036, (816) 235-2157,
Eileen L. Cocjin UMKC Dental Faculty Practice,650 E 25th St,Kansas City,Missouri,64108-2716,United States, (816) 235-2121, (816) 235-5472,
Lindsey Christian Reed St. Louis Pediatric Dentistry,4142 Keaton Crossing Blvd Ste 102,O Fallon,Missouri,63368-8403,United States, (636) 244-2620,,http://www.stlouiskids.net
Gary H. Westerman,1106 S 91st Ave,Omaha,Nebraska,68124-1211,United States, (402) 280-5001, (402) 280-5094,
Angeli J. Thakker Bellevue Pediatric Dentistry,11511 S 42nd St Ste 101,Bellevue,Nebraska,68123-1089,United States, (402) 291-5400,,
Teresa L. Poorman-Maaske Tooth Fairy Pediatric Dental Clinic PC,121 E 31st St,Kearney,Nebraska,68847-3001,United States, (308) 236-7234, (308) 234-3169,
Jessica Massie,2000 43rd St SE,Grand Rapids,Michigan,49508-8700,United States, (317) 445-4717,,
My P. Pham,2816 Thomas Ave Unit 4,Dallas,Texas,75204-2832,United States, (408) 506-8981,,
Mary V. Shannon,11980 San Vicente Blvd Ste 906,Los Angeles,California,90049-6607,United States, (310) 998-8999,,
Jennifer Ramirez,4671 Torrey Cir Apt F103,San Diego,California,92130-6644,United States, (310) 600-0332,,
Cathy Lam Chan,1956 Del Paso Rd Ste 101,Sacramento,California,95834-1166,United States, (916) 984-6747,,
Randy Q. Ligh,189 N Bascom Ave Ste 200,San Jose,California,95128-1869,United States, (408) 286-6308, (408) 286-6319,
Kazuo Ota,3400 Lomita Blvd Ste 504,Torrance,California,90505-4934,United States, (310) 784-2777, (310) 534-4101,
Robert Sheffield,3428 Hillcrest Ave Ste 100,Antioch,California,94531-6344,United States, (925) 757-9100, (925) 754-3951,
Leslie J. Butler,801 E Chapman Ave Ste 226,Fullerton,California,92831-3847,United States, (714) 680-9500, (949) 644-1334,http://www.butlerpediatricdentistry.com
Ha T. Thai,24700 Calaroga Ave Ste 104,Hayward,California,94545-2160,United States, (510) 785-9295,,http://www.kiddodentist.com
Stacy L. Sullivan,Growing Smiles 36602 Heritage Dr,Richmond,Michigan,48062-1937,United States, (586) 727-5500,,
Neil M. Katsura,2640 Telegraph Ave Ste 101,Berkeley,California,94704-3322,United States, (510) 848-6494, (510) 848-6478,
Arnold Nakazato,2640 Telegraph Ave Ste 101,Berkeley,California,94704-3322,United States, (510) 848-6494,,
Ben Kang,7455 SW Findlay Rd,Tigard,Oregon,97224-7720,United States, (503) 992-6189, (503) 992-6193,http://www.brightlittlesmiles.com
Jiyoung E. Lee Gresham Pediatric Dentistry,2150 NE Division St Ste 201,Gresham,Oregon,97030-5859,United States, (503) 666-9436, (503) 492-4387,http://www.babymolar.com
Frank Mendoza,Warm Springs Health and Wellness Cente Indian Health Service Dental Clinic 2181 NE Kim Ln,Bend,Oregon,97701-6054,United States, (541) 553-2462, (541) 553-2619,
Brian K. Hatch,15950 Eldorado Pkwy Ste 100,Frisco,Texas,75035-5816,United States, (972) 542-5438,,
Sally Z. Lauterjung Keystone Pediatric Dentistry,3591 Reserve Commons Dr Ste 200,Medina,Ohio,44256-5334,United States, (330) 723-7566, (330) 723-3054,
Leonor C. Hernandez,3523 Commercial Dr,Fairlawn,Ohio,44333-5107,United States, (330) 668-9977, (330) 294-5652,http://www.dentist4kidz.com
Howard McIsaac,"212 James Street, S.",Hamilton,Ontario,L8P 3A9,Canada, (905) 525-8272, (905) 525-6175,
Thomas F Oper,"2224 Walker Road, #250",Windsor,Ontario,N8X 3P6,Canada, (519) 253-7221, (519) 258-1665,
Anne E. Young,"2224 Walker Road, #250",Windsor,Ontario,N8W 3P6,Canada, (519) 253-7221, (519) 258-1665,
Jane Gillanders,2271 Queen Street East Lower Level,Toronto,Ontario,M4E 1G5,Canada, (416) 699-5437,,
Anita Moosani,2309 - 2575 Danforth Avenue,Toronto,Ontario,M4C 1L5,Canada, (416) 690-8105,,
Paul B. Andrews,"2338 Huronontario Street, #401",Mississauga,Ontario,L5B 1N1,Canada, (905) 270-4700, (905) 270-7496,
Sara B. Werb,"2797 Bathurst Street, #201",Toronto,Ontario,M6B 4B9,Canada, (416) 784-5437, (416) 784-5926,
Frances E. Telch,2901 Bayview Avenue S 219,North York,Ontario,M2K 1E6,Canada, (416) 224-1777, (416) 224-1792,
Mandana Nikoui,3 Larkspur Drive,Ottawa,Ontario,K2H 6K8,Canada, (613) 820-8830, (613) 820-8870,
Christine Corbeil,3 Larkspur Drive,Ottawa,Ontario,K2H 6K8,Canada, (613) 820-8830, (613) 820-8870,
Thomas A. Becher,55 Caren Ave Ste 280,Worthington,Ohio,43085-2523,United States, (614) 846-4711, (614) 846-1906,http://www.greatestsmilesonearth.com
"Sean A Cooper Spinnaker Pediatric Dentistry, P.C.",1105 12th St SE,Salem,Oregon,97302-2810,United States, (503) 363-5865, (503) 363-8510,http://www.spinpedo.com
Angela D. Boydston,2811 NE Wasco St,Portland,Oregon,97232-1771,United States, (503) 284-5678, (503) 284-5556,http://www.pediatricdentistrypc.com
Andrea N. Beltzner,2811 NE Wasco St,Portland,Oregon,97232-1771,United States, (503) 284-5678, (503) 284-5556,http://www.pediatricdentistrypc.com
Diana A. Kyrkos Bay Pediatric Dentistry,660 Dover Center Rd Ste 17,Bay Village,Ohio,44140-2370,United States, (440) 892-5556, (440) 899-0408,http://www.bayvillagepeds.com
Erwin T. Su,6655 Frank Ave NW,North Canton,Ohio,44720-7259,United States, (330) 494-1993, (330) 494-0470,http://www.drerwinsu.com
Sangeetha K. Sethi,6674 Tippecanoe Rd Ste 4,Canfield,Ohio,44406-9149,United States, (330) 702-8543, (330) 702-8544,http://www.sethikidsteeth4smile.com
Lee R. Weisberg,6803 Mayfield Rd,Mayfield Heights,Ohio,44124-2271,United States, (440) 461-5524, (440) 461-4991,
Courtney A Greenwood Sylvania Pediatric Dental Care,5860 Alexis Rd,Sylvania,Ohio,43560-2347,United States, (419) 882-7187, (419) 882-3165,
Farah N. Khan Pediatric Dentistry,45535 Hanford Rd,Canton,Michigan,48187-4595,United States, (734) 254-0786, (734) 254-0861,
James M. Van Wingen,4944 Skyview Ct,Traverse City,Michigan,49684-7173,United States, (231) 947-4566, (231) 947-9873,
Matthew C. Mandeville,4944 Skyview Ct,Traverse City,Michigan,49684-7173,United States, (231) 947-4566, (231) 947-9873,
Stephen L. Bumgarner,5233 Geary Blvd,San Francisco,California,94118-2817,United States, (415) 751-7900, (415) 751-7910,
Christina H. Lin,201 Laursen St,Hemet,California,92543-4417,United States, (951) 765-0608,,http://www.littlesunshinekidsdentist.com/
Timothy W. Seto,"Suite 200, 290 Midpark Way S.E.",Calgary,Alberta,T2X 1P1,Canada, (403) 873-1414,,http://www.babytooth.ca
Howard R. Dixon,5627 Oberlin Dr Ste 100,San Diego,California,92121-3748,United States, (858) 452-7272, (858) 452-6022,http://www.drdixon.com
Eric H. Dixon Kensington Pediatric Dentistry,5627 Oberlin Dr Ste 100,San Diego,California,92121-3748,United States, (619) 282-7337, (858) 452-6022,http://www.drdixon.com
Savannah J. Kim,2130 Ralston Ave Ste 1B,Belmont,California,94002-1664,United States, (650) 591-4408,,http://www.visitdentalhome.com
David B. Kennedy,"#200, South Tower 650 W. 41st Avenue",Vancouver,British Columbia,V5Z 2M9,Canada, (604) 263-2422, (604) 263-3710,
Richard B. Kramer,"#200, South Tower 650 W. 41st Avenue",Vancouver,British Columbia,V5Z 2M9,Canada, (604) 263-2422, (604) 263-3710,
Anabel R. Chan,"#200, South Tower 650 W. 41st Avenue",Vancouver,British Columbia,V5Z 2M9,Canada, (604) 263-2422, (604) 263-3710,
Gerry W. Pochynok,#206 2609 Westview Drive,North Vancouver,British Columbia,V7N 4M2,Canada, (604) 983-2253, (604) 983-2004,
Peter Y.K. Chan,#501 - 4980 Kingsway Avenue,Burnaby,British Columbia,V5H 4K7,Canada, (604) 430-4980, (604) 433-4981,http://www.monarchdentalcentre.com
Diederik W. Millenaar,#601 - 805 W. Broadway,Vancouver,British Columbia,V5Z 1K1,Canada, (604) 731-4608, (604) 733-3031,
Jong-Hyun Ban,Lutheran Medical Center Dental Department 3770 West 10th Ave,Vancouver,British Columbia,V6R 2G4,Canada, (604) 222-2206, (604) 222-4067,http://thelittlesmiles.com
Louisa Y. Leung,"Unit 101, 2973 Glen Drive",Coquitlam,British Columbia,V3B 2P7,Canada, (604) 945-8978,,http://www.pdgdental.com
Alan Milnes,Dr. Alan R. Milnes Inc 101-1890 Cooper Road,Kelowna,British Columbia,V1Y 8B7,Canada, (250) 763-5101, (250) 763-5131,
Annie Pham-Cheng,6134 Calle Real Ste B,Goleta,California,93117-2067,United States, (805) 681-7301, (805) 681-7302,http://www.sbkidsmile.com
Fariborz Rodef Childrens Dental Fun Zone,2233 E Garvey Ave N,West Covina,California,91791-1500,United States, (626) 966-3033, (626) 966-3063,http://www.childrensdentalfunzone
Jennifer J. Marshall Northwest Children's Dentistry,7610 N La Cholla Blvd,Tucson,Arizona,85741-4201,United States, (520) 544-8522,,http://www.nwkidsdds.com
Ryan S. Brown,3140 Clearwater Dr,Prescott,Arizona,86305-7131,United States, (928) 445-5959, (928) 445-5989,http://www.mykidsdentist.biz
Charles E. Sackett IV,631 E Alvin Dr,Salinas,California,93906-3056,United States, (831) 442-8878, (831) 443-4611,
Peter C. Chiang Central Coast Pediatric Dental Group,631 E Alvin Dr Ste C,Salinas,California,93906-3056,United States, (831) 442-8878, (831) 443-4611,http://www.ccpdg.com
Marielena Murillo Central Coast Pediatric Dental Group,631 E Alvin Dr Ste C,Salinas,California,93906-3056,United States, (831) 442-8878, (831) 443-4611,
Jennifer D. Morris,631 E Alvin Dr Ste C,Salinas,California,93906-3056,United States, (831) 442-8878, (831) 443-4611,http://www.ccpediatricdentalgroup.com
Paul J. Morris Central Coast Pediatric Dental Group,631 E Alvin Dr Ste C,Salinas,California,93906-3056,United States, (831) 442-8878, (831) 443-4611,http://www.ccpdg.com
Lauren Moore,801 S University Blvd # B,Mobile,Alabama,36609-2923,United States, (251) 345-1717, (251) 343-0835,
E. Gaines Thomas,801 S University Blvd,Mobile,Alabama,36609-2923,United States, (251) 345-1717, (251) 343-0835,http://www.mobiledentists4kids.com
Stephen E. Greenleaf III,1105 Hillcrest Rd,Mobile,Alabama,36695-3921,United States, (251) 634-3835, (251) 634-3837,http://www.mobilepediatricdentistry.com
Cody C. Hughes Valley Pediatric Dental,"Building 200, Suite 101 350 Falcon Ridge Pkwy Ste 200",Mesquite,Nevada,89027-8879,United States, (888) 963-9601,,http://www.valleypediatricdental.com
Cody C. Hughes Valley Pediatric Dental,"Building 200, Suite 101 350 Falcon Ridge Pkwy Ste 200",Mesquite,Nevada,89027-8879,United States, (702) 371-1829,,http://www.valleypediatricdental.com
Kristin Kay Murphy,2514 Culbertson Road,Waxhaw,North Carolina,28273,United States, (704) 243-5898,,
Michele L. Dozier,Nusmiles 1107 Sligo Creek Pkwy,Takoma Park,Maryland,20912-5806,United States, (301) 891-7760,,http://www.nusmiles.com
Luz Molina,10455 Double R Blvd,Reno,Nevada,89521-8905,United States, (775) 823-9797, (775) 823-9677,http://www.dentistryforkidsreno.com
Rasika Naran Zeff,735 Sparks Blvd,Sparks,Nevada,89434-7930,United States, (775) 359-3934,,http://www.champagnedental.com
Robert O. Cooley,1108 Golden Age Ct,Las Vegas,Nevada,89144-1635,United States, (702) 249-0627, (702) 360-8875,
Yu-Ju Yang Mott Children's Health Center,Pediatric Dentistry 806 Tuuri Pl,Flint,Michigan,48503-2465,United States, (810) 768-7583, (810) 768-7584,
Neerrajah Ramaswami,2277 Science Pkwy Ste 2,Okemos,Michigan,48864-2551,United States, (517) 574-4688, (517) 574-5894,http://www.mydiscoversmiles.com
Neerrajah Ramaswami,2277 Science Pkwy Ste 2,Okemos,Michigan,48864-2551,United States, (517) 574-4688, (517) 574-5894,http://www.mydiscoversmiles.com
Arnold L. Golnick,2300 Haggerty Rd Ste 1180,West Bloomfield,Michigan,48323-2188,United States, (248) 668-0022, (248) 668-2162,
Robert P. Gersh,Tara Professional Park 401 Kings Hwy S Ste 4B,Cherry Hill,New Jersey,08034-2500,United States, (856) 429-2225, (856) 429-6127,
Elizabeth Monast Simon,2185 Lemoine Ave,Fort Lee,New Jersey,07024-6036,United States, (201) 944-7636,,
"Clifford G. Lisman Dental Health Associates, P.A.",2 Washington Ave,Irvington,New Jersey,07111-3550,United States, (908) 387-6120, (908) 387-8322,http://www.njdha.com
Joy T. Trigo,Joy Tucker Trigo DDS INC 1201 Med Park Dr,Las Cruces,New Mexico,88005-3240,United States, (575) 647-4089,,
Louis A. Pollina Dentistry For Children,7001 N. Cherry St.,Gladstone,Missouri,64118,United States, (816) 436-5900,,http://www.kidsdentistkc.com
Martha V. Hardaway,373 Boone Heights Dr,Boone,North Carolina,28607-4934,United States, (828) 264-0110, (828) 264-5453,http://www.opsmiles.com
Yael S. Feldman The Exchange Dental Group,39 Broadway Rm 2115,New York,New York,10006-3051,United States, (212) 422-9229,,http://www.theexchangedentalgroup.com
"Elton Chan Pediatric Dental Care, PC",9 Brunswick Woods Dr,East Brunswick,New Jersey,08816-5601,United States, (732) 257-2936,,
Susan A. Armstrong,9 E Main St,Moorestown,New Jersey,08057-3382,United States, (856) 235-0415, (856) 235-4787,
Marvin A. Lagstein,9 Post Rd,Oakland,New Jersey,07436-1618,United States, (201) 337-6135, (201) 337-8008,
Daniel R. Allen,Smile Specialists 9 Post Rd Ste M1A,Oakland,New Jersey,07436-1615,United States, (201) 337-6135,,
Bryan J. Skar,1947 E Military Ave,Fremont,Nebraska,68025-5467,United States, (402) 727-8700,,http://www.skylinepediatricdentistry.com
Mark H. Taylor,17455 Manderson St,Omaha,Nebraska,68116-1159,United States, (402) 333-0274, (402) 498-2997,http://www.taylordentistryomaha.com
Kristin K. Kohler,1660 S 70th St Ste 200,Lincoln,Nebraska,68506-1570,United States, (402) 488-8140, (402) 488-8170,
James Bryan Hohenstein,6801 S 180th St,Omaha,Nebraska,68135-3264,United States, (402) 330-5535, (402) 330-5543,
Tom J. Milius,1140 N 83rd St,Lincoln,Nebraska,68505-2080,United States, (402) 483-4322,,
Amy J. Lin,2130 Highway 35 Ste 116,Sea Girt,New Jersey,08750-1010,United States, (410) 804-9632,,
Stephen E. Hoffmann,C4 Cornwall Dr,East Brunswick,New Jersey,08816-3393,United States, (732) 238-4422, (732) 238-0866,
Rachel M. Hoffmann,C4 Cornwall Dr,East Brunswick,New Jersey,08816-3393,United States, (732) 238-4422, (732) 238-0866,
Timothy R. Richardson,4122 Quest Dr,Eugene,Oregon,97402-8768,United States, (541) 844-1667, (541) 505-8463,http://www.eugenekidsdentist.com
Travis T. Giese,900 E Calgary Ave,Bismarck,North Dakota,58503-5616,United States, (701) 223-1194,,http://www.prairierosedentists.com
Scott T. Jacks,4444 Tweedy Blvd,South Gate,California,90280-6304,United States, (323) 564-2444, (310) 476-1742,http://www.childrensdentalgroup.com/
